COMMAND,ZIPREF,ZIPCODE
"-z",54494,54494
"-z",54495,54495
"-z",54555,54555
"-z",54601,54601
"-z",54615,54615
"-z",54629,54629
"-z",54656,54656
"-z",54703,54703
"-z",54729,54729
"-z",54729,54729
"-z",54742,54742
"-z",54747,54747
"-z",54755,54755
"-z",54769,54769
"-z",54771,54771
"-z",54806,54806
"-z",54901,54901
"-z",54904,54904
"-z",54943,54943
"-z",54956,54956
"-z",55016,55016
"-z",55025,55025
"-z",55110,55110
"-z",55117,55117
"-z",55125,55125
"-z",55309,55309
"-z",55313,55313
"-z",55317,55317
"-z",55317,55317
"-z",55336,55336
"-z",55337,55337
"-z",55344,55344
"-z",55362,55362
"-z",55418,55418
"-z",55420,55420
"-z",55921,55921
"-z",55936,55936
"-z",55952,55952
"-z",55959,55959
"-z",55974,55974
"-z",55975,55975
"-z",56081,56081
"-z",56248,56248
"-z",56304,56304
"-z",56308,56308
"-z",56315,56315
"-z",56481,56481
"-z",56537,56537
"-z",56549,56549
"-z",56714,56714
"-z",57106,57106
"-z",57108,57108
"-z",57701,57701
"-z",57703,57703
"-z",57717,57717
"-z",57717,57717
"-z",57785,57785
"-z",58047,58047
"-z",58060,58060
"-z",58072,58072
"-z",58078,58078
"-z",58078,58078
"-z",58102,58102
"-z",58201,58201
"-z",58344,58344
"-z",58503,58503
"-z",58601,58601
"-z",58701,58701
"-z",58703,58703
"-z",58703,58703
"-z",59103,59103
"-z",59270,59270
"-z",59405,59405
"-z",59457,59457
"-z",59474,59474
"-z",59487,59487
"-z",59825,59825
"-z",59901,59901
"-z",59901,59901
"-z",59923,59923
"-z",60030,60030
"-z",60031,60031
"-z",60041,60041
"-z",60046,60046
"-z",60051,60051
"-z",60068,60068
"-z",60089,60089
"-z",60096,60096
"-z",60102,60102
"-z",60103,60103
"-z",60106,60106
"-z",60107,60107
"-z",60139,60139
"-z",60181,60181
"-z",60425,60425
"-z",60438,60438
"-z",60440,60440
"-z",60448,60448
"-z",60450,60450
"-z",60451,60451
"-z",60462,60462
"-z",60467,60467
"-z",60473,60473
"-z",60484,60484
"-z",60515,60515
"-z",60586,60586
"-z",60614,60614
"-z",60626,60626
"-z",60643,60643
"-z",60647,60647
"-z",60657,60657
"-z",60714,60714
"-z",61032,61032
"-z",61072,61072
"-z",61073,61073
"-z",61103,61103
"-z",61107,61107
"-z",61111,61111
"-z",61111,61111
"-z",61114,61114
"-z",61241,61241
"-z",61273,61273
"-z",61531,61531
"-z",61604,61604
"-z",61704,61704
"-z",61739,61739
"-z",61740,61740
"-z",61821,61821
"-z",61938,61938
"-z",62056,62056
"-z",62088,62088
"-z",62221,62221
"-z",62226,62226
"-z",62249,62249
"-z",62269,62269
"-z",62294,62294
"-z",62298,62298
"-z",62341,62341
"-z",62401,62401
"-z",62401,62401
"-z",62448,62448
"-z",62449,62449
"-z",62526,62526
"-z",62702,62702
"-z",62702,62702
"-z",62839,62839
"-z",62884,62884
"-z",62901,62901
"-z",62933,62933
"-z",62938,62938
"-z",62948,62948
"-z",62959,62959
"-z",62959,62959
"-z",63017,63017
"-z",63020,63020
"-z",63051,63051
"-z",63084,63084
"-z",63089,63089
"-z",63105,63105
"-z",63112,63112
"-z",63128,63128
"-z",63129,63129
"-z",63135,63135
"-z",63755,63755
"-z",63833,63833
"-z",64015,64015
"-z",64024,64024
"-z",64034,64034
"-z",64078,64078
"-z",64081,64081
"-z",64114,64114
"-z",64134,64134
"-z",64429,64429
"-z",64776,64776
"-z",64804,64804
"-z",65080,65080
"-z",65081,65081
"-z",65201,65201
"-z",65201,65201
"-z",65251,65251
"-z",65251,65251
"-z",65334,65334
"-z",65565,65565
"-z",65584,65584
"-z",65608,65608
"-z",65608,65608
"-z",65720,65720
"-z",65721,65721
"-z",65775,65775
"-z",65775,65775
"-z",65807,65807
"-z",66030,66030
"-z",66208,66208
"-z",67056,67056
"-z",67060,67060
"-z",67110,67110
"-z",67135,67135
"-z",67211,67211
"-z",67212,67212
"-z",67218,67218
"-z",67401,67401
"-z",67601,67601
"-z",67950,67950
"-z",68130,68130
"-z",68134,68134
"-z",68135,68135
"-z",68144,68144
"-z",68462,68462
"-z",68502,68502
"-z",68503,68503
"-z",68638,68638
"-z",68947,68947
"-z",68961,68961
"-z",70001,70001
"-z",70003,70003
"-z",70043,70043
"-z",70072,70072
"-z",70072,70072
"-z",70113,70113
"-z",70113,70113
"-z",70115,70115
"-z",70115,70115
"-z",70118,70118
"-z",70363,70363
"-z",70471,70471
"-z",70471,70471
"-z",70501,70501
"-z",70503,70503
"-z",70506,70506
"-z",70510,70510
"-z",70517,70517
"-z",70518,70518
"-z",70526,70526
"-z",70526,70526
"-z",70647,70647
"-z",70714,70714
"-z",70726,70726
"-z",70748,70748
"-z",70785,70785
"-z",70809,70809
"-z",71065,71065
"-z",71075,71075
"-z",71105,71105
"-z",71112,71112
"-z",71227,71227
"-z",71270,71270
"-z",71404,71404
"-z",71423,71423
"-z",71446,71446
"-z",71851,71851
"-z",71854,71854
"-z",71901,71901
"-z",71913,71913
"-z",71921,71921
"-z",71953,71953
"-z",72058,72058
"-z",72076,72076
"-z",72113,72113
"-z",72135,72135
"-z",72143,72143
"-z",72176,72176
"-z",72205,72205
"-z",72205,72205
"-z",72315,72315
"-z",72370,72370
"-z",72401,72401
"-z",72401,72401
"-z",72601,72601
"-z",72712,72712
"-z",72730,72730
"-z",72837,72837
"-z",72855,72855
"-z",72956,72956
"-z",73013,73013
"-z",73054,73054
"-z",73057,73057
"-z",73070,73070
"-z",73099,73099
"-z",73099,73099
"-z",73110,73110
"-z",73112,73112
"-z",73139,73139
"-z",73139,73139
"-z",73170,73170
"-z",73170,73170
"-z",73505,73505
"-z",73529,73529
"-z",73641,73641
"-z",73717,73717
"-z",74019,74019
"-z",74021,74021
"-z",74027,74027
"-z",74044,74044
"-z",74501,74501
"-z",74857,74857
"-z",74872,74872
"-z",75006,75006
"-z",75025,75025
"-z",75035,75035
"-z",75039,75039
"-z",75040,75040
"-z",75044,75044
"-z",75048,75048
"-z",75052,75052
"-z",75052,75052
"-z",75052,75052
"-z",75067,75067
"-z",75069,75069
"-z",75070,75070
"-z",75070,75070
"-z",75075,75075
"-z",75080,75080
"-z",75081,75081
"-z",75093,75093
"-z",75103,75103
"-z",75126,75126
"-z",75154,75154
"-z",75181,75181
"-z",75223,75223
"-z",75231,75231
"-z",75232,75232
"-z",75243,75243
"-z",75415,75415
"-z",75428,75428
"-z",75468,75468
"-z",75551,75551
"-z",75650,75650
"-z",75693,75693
"-z",75758,75758
"-z",75789,75789
"-z",75803,75803
"-z",75941,75941
"-z",75964,75964
"-z",76008,76008
"-z",76012,76012
"-z",76014,76014
"-z",76014,76014
"-z",76021,76021
"-z",76028,76028
"-z",76028,76028
"-z",76028,76028
"-z",76040,76040
"-z",76049,76049
"-z",76063,76063
"-z",76067,76067
"-z",76073,76073
"-z",76082,76082
"-z",76087,76087
"-z",76092,76092
"-z",76117,76117
"-z",76118,76118
"-z",76120,76120
"-z",76148,76148
"-z",76179,76179
"-z",76201,76201
"-z",76248,76248
"-z",76302,76302
"-z",76308,76308
"-z",76310,76310
"-z",76374,76374
"-z",76374,76374
"-z",76374,76374
"-z",76458,76458
"-z",76486,76486
"-z",76502,76502
"-z",76502,76502
"-z",76504,76504
"-z",76542,76542
"-z",76543,76543
"-z",76569,76569
"-z",76574,76574
"-z",76643,76643
"-z",76665,76665
"-z",76706,76706
"-z",76707,76707
"-z",76802,76802
"-z",77006,77006
"-z",77007,77007
"-z",77019,77019
"-z",77024,77024
"-z",77025,77025
"-z",77040,77040
"-z",77043,77043
"-z",77049,77049
"-z",77056,77056
"-z",77059,77059
"-z",77062,77062
"-z",77070,77070
"-z",77081,77081
"-z",77083,77083
"-z",77099,77099
"-z",77355,77355
"-z",77365,77365
"-z",77372,77372
"-z",77379,77379
"-z",77388,77388
"-z",77426,77426
"-z",77433,77433
"-z",77449,77449
"-z",77485,77485
"-z",77494,77494
"-z",77494,77494
"-z",77520,77520
"-z",77521,77521
"-z",77550,77550
"-z",77571,77571
"-z",77578,77578
"-z",77583,77583
"-z",77583,77583
"-z",77584,77584
"-z",77584,77584
"-z",77586,77586
"-z",77627,77627
"-z",77630,77630
"-z",77642,77642
"-z",78008,78008
"-z",78130,78130
"-z",78154,78154
"-z",78155,78155
"-z",78209,78209
"-z",78209,78209
"-z",78209,78209
"-z",78217,78217
"-z",78232,78232
"-z",78233,78233
"-z",78240,78240
"-z",78253,78253
"-z",78258,78258
"-z",78363,78363
"-z",78393,78393
"-z",78410,78410
"-z",78412,78412
"-z",78542,78542
"-z",78613,78613
"-z",78633,78633
"-z",78634,78634
"-z",78641,78641
"-z",78641,78641
"-z",78644,78644
"-z",78660,78660
"-z",78660,78660
"-z",78666,78666
"-z",78727,78727
"-z",78730,78730
"-z",78730,78730
"-z",78735,78735
"-z",78736,78736
"-z",78748,78748
"-z",78801,78801
"-z",78840,78840
"-z",78934,78934
"-z",78934,78934
"-z",78942,78942
"-z",79118,79118
"-z",79261,79261
"-z",79403,79403
"-z",79605,79605
"-z",79605,79605
"-z",79904,79904
"-z",79912,79912
"-z",79912,79912
"-z",79927,79927
"-z",79928,79928
"-z",79934,79934
"-z",79934,79934
"-z",79935,79935
"-z",79936,79936
"-z",80003,80003
"-z",80014,80014
"-z",80109,80109
"-z",80120,80120
"-z",80128,80128
"-z",80221,80221
"-z",80403,80403
"-z",80433,80433
"-z",80466,80466
"-z",80504,80504
"-z",80525,80525
"-z",80525,80525
"-z",80530,80530
"-z",80537,80537
"-z",80538,80538
"-z",80546,80546
"-z",80550,80550
"-z",80621,80621
"-z",80737,80737
"-z",80831,80831
"-z",80905,80905
"-z",80909,80909
"-z",80920,80920
"-z",80923,80923
"-z",81001,81001
"-z",81082,81082
"-z",81240,81240
"-z",81507,81507
"-z",82240,82240
"-z",82240,82240
"-z",82414,82414
"-z",82604,82604
"-z",82604,82604
"-z",83202,83202
"-z",83204,83204
"-z",83204,83204
"-z",83213,83213
"-z",83301,83301
"-z",83328,83328
"-z",83341,83341
"-z",83555,83555
"-z",83607,83607
"-z",83619,83619
"-z",83622,83622
"-z",83642,83642
"-z",83646,83646
"-z",83687,83687
"-z",83716,83716
"-z",83805,83805
"-z",83832,83832
"-z",83854,83854
"-z",83854,83854
"-z",84003,84003
"-z",84047,84047
"-z",84067,84067
"-z",84084,84084
"-z",84094,84094
"-z",84096,84096
"-z",84105,84105
"-z",84106,84106
"-z",84107,84107
"-z",84120,84120
"-z",84121,84121
"-z",84634,84634
"-z",84655,84655
"-z",84737,84737
"-z",84737,84737
"-z",84790,84790
"-z",84790,84790
"-z",85018,85018
"-z",85018,85018
"-z",85029,85029
"-z",85050,85050
"-z",85050,85050
"-z",85120,85120
"-z",85122,85122
"-z",85142,85142
"-z",85206,85206
"-z",85226,85226
"-z",85234,85234
"-z",85234,85234
"-z",85255,85255
"-z",85255,85255
"-z",85255,85255
"-z",85268,85268
"-z",85282,85282
"-z",85283,85283
"-z",85296,85296
"-z",85296,85296
"-z",85297,85297
"-z",85301,85301
"-z",85301,85301
"-z",85308,85308
"-z",85338,85338
"-z",85338,85338
"-z",85353,85353
"-z",85374,85374
"-z",85379,85379
"-z",85392,85392
"-z",85541,85541
"-z",85607,85607
"-z",85625,85625
"-z",85636,85636
"-z",85641,85641
"-z",85704,85704
"-z",85710,85710
"-z",85710,85710
"-z",85713,85713
"-z",85743,85743
"-z",85747,85747
"-z",85750,85750
"-z",85756,85756
"-z",85929,85929
"-z",86305,86305
"-z",86323,86323
"-z",86323,86323
"-z",86405,86405
"-z",86409,86409
"-z",86426,86426
"-z",86426,86426
"-z",86429,86429
"-z",86442,86442
"-z",86442,86442
"-z",87031,87031
"-z",87035,87035
"-z",87942,87942
"-z",88001,88001
"-z",88001,88001
"-z",88101,88101
"-z",88203,88203
"-z",88220,88220
"-z",88310,88310
"-z",88310,88310
"-z",89048,89048
"-z",89074,89074
"-z",89115,89115
"-z",89121,89121
"-z",89122,89122
"-z",89123,89123
"-z",89128,89128
"-z",89130,89130
"-z",89139,89139
"-z",89141,89141
"-z",89145,89145
"-z",89148,89148
"-z",89149,89149
"-z",89166,89166
"-z",89183,89183
"-z",89419,89419
"-z",89431,89431
"-z",90013,90013
"-z",90041,90041
"-z",90660,90660
"-z",90717,90717
"-z",90803,90803
"-z",90808,90808
"-z",91006,91006
"-z",91304,91304
"-z",91325,91325
"-z",91403,91403
"-z",91701,91701
"-z",91702,91702
"-z",91709,91709
"-z",91730,91730
"-z",91732,91732
"-z",91741,91741
"-z",91745,91745
"-z",91750,91750
"-z",91752,91752
"-z",91766,91766
"-z",91776,91776
"-z",91780,91780
"-z",91784,91784
"-z",91910,91910
"-z",91910,91910
"-z",92008,92008
"-z",92020,92020
"-z",92025,92025
"-z",92036,92036
"-z",92040,92040
"-z",92054,92054
"-z",92057,92057
"-z",92058,92058
"-z",92058,92058
"-z",92069,92069
"-z",92111,92111
"-z",92116,92116
"-z",92118,92118
"-z",92122,92122
"-z",92122,92122
"-z",92129,92129
"-z",92130,92130
"-z",92220,92220
"-z",92220,92220
"-z",92234,92234
"-z",92243,92243
"-z",92243,92243
"-z",92250,92250
"-z",92262,92262
"-z",92277,92277
"-z",92286,92286
"-z",92307,92307
"-z",92314,92314
"-z",92316,92316
"-z",92345,92345
"-z",92345,92345
"-z",92356,92356
"-z",92374,92374
"-z",92382,92382
"-z",92392,92392
"-z",92395,92395
"-z",92399,92399
"-z",92407,92407
"-z",92410,92410
"-z",92503,92503
"-z",92504,92504
"-z",92505,92505
"-z",92507,92507
"-z",92508,92508
"-z",92532,92532
"-z",92549,92549
"-z",92551,92551
"-z",92557,92557
"-z",92557,92557
"-z",92562,92562
"-z",92563,92563
"-z",92609,92609
"-z",92620,92620
"-z",92637,92637
"-z",92648,92648
"-z",92648,92648
"-z",92656,92656
"-z",92656,92656
"-z",92677,92677
"-z",92683,92683
"-z",92708,92708
"-z",92780,92780
"-z",92821,92821
"-z",92880,92880
"-z",92881,92881
"-z",92882,92882
"-z",92886,92886
"-z",93010,93010
"-z",93023,93023
"-z",93230,93230
"-z",93257,93257
"-z",93285,93285
"-z",93306,93306
"-z",93311,93311
"-z",93401,93401
"-z",93433,93433
"-z",93433,93433
"-z",93436,93436
"-z",93455,93455
"-z",93535,93535
"-z",93561,93561
"-z",93612,93612
"-z",93647,93647
"-z",93722,93722
"-z",94063,94063
"-z",94402,94402
"-z",94513,94513
"-z",94535,94535
"-z",94536,94536
"-z",94551,94551
"-z",94568,94568
"-z",94577,94577
"-z",94598,94598
"-z",94619,94619
"-z",94941,94941
"-z",95070,95070
"-z",95116,95116
"-z",95204,95204
"-z",95209,95209
"-z",95225,95225
"-z",95337,95337
"-z",95350,95350
"-z",95355,95355
"-z",95401,95401
"-z",95472,95472
"-z",95503,95503
"-z",95614,95614
"-z",95616,95616
"-z",95624,95624
"-z",95632,95632
"-z",95677,95677
"-z",95742,95742
"-z",95746,95746
"-z",95757,95757
"-z",95757,95757
"-z",95828,95828
"-z",95948,95948
"-z",96002,96002
"-z",96094,96094
"-z",96094,96094
"-z",96097,96097
"-z",96130,96130
"-z",96137,96137
"-z",97015,97015
"-z",97038,97038
"-z",97058,97058
"-z",97058,97058
"-z",97070,97070
"-z",97123,97123
"-z",97210,97210
"-z",97217,97217
"-z",97224,97224
"-z",97229,97229
"-z",97236,97236
"-z",97321,97321
"-z",97330,97330
"-z",97415,97415
"-z",97423,97423
"-z",97478,97478
"-z",97520,97520
"-z",97527,97527
"-z",97527,97527
"-z",97739,97739
"-z",97756,97756
"-z",97756,97756
"-z",98001,98001
"-z",98002,98002
"-z",98005,98005
"-z",98023,98023
"-z",98031,98031
"-z",98032,98032
"-z",98033,98033
"-z",98038,98038
"-z",98042,98042
"-z",98042,98042
"-z",98042,98042
"-z",98051,98051
"-z",98065,98065
"-z",98092,98092
"-z",98092,98092
"-z",98115,98115
"-z",98166,98166
"-z",98178,98178
"-z",98223,98223
"-z",98226,98226
"-z",98226,98226
"-z",98229,98229
"-z",98230,98230
"-z",98258,98258
"-z",98274,98274
"-z",98277,98277
"-z",98312,98312
"-z",98321,98321
"-z",98333,98333
"-z",98333,98333
"-z",98335,98335
"-z",98335,98335
"-z",98338,98338
"-z",98340,98340
"-z",98344,98344
"-z",98349,98349
"-z",98354,98354
"-z",98354,98354
"-z",98360,98360
"-z",98366,98366
"-z",98367,98367
"-z",98370,98370
"-z",98371,98371
"-z",98373,98373
"-z",98374,98374
"-z",98374,98374
"-z",98375,98375
"-z",98375,98375
"-z",98375,98375
"-z",98377,98377
"-z",98387,98387
"-z",98387,98387
"-z",98387,98387
"-z",98387,98387
"-z",98387,98387
"-z",98388,98388
"-z",98391,98391
"-z",98391,98391
"-z",98402,98402
"-z",98404,98404
"-z",98404,98404
"-z",98406,98406
"-z",98407,98407
"-z",98407,98407
"-z",98408,98408
"-z",98408,98408
"-z",98422,98422
"-z",98424,98424
"-z",98424,98424
"-z",98445,98445
"-z",98466,98466
"-z",98466,98466
"-z",98466,98466
"-z",98467,98467
"-z",98502,98502
"-z",98502,98502
"-z",98507,98507
"-z",98516,98516
"-z",98532,98532
"-z",98532,98532
"-z",98537,98537
"-z",98564,98564
"-z",98569,98569
"-z",98569,98569
"-z",98580,98580
"-z",98584,98584
"-z",98584,98584
"-z",98625,98625
"-z",98632,98632
"-z",98671,98671
"-z",98908,98908
"-z",98926,98926
"-z",98944,98944
"-z",99005,99005
"-z",99005,99005
"-z",99021,99021
"-z",99026,99026
"-z",99026,99026
"-z",99032,99032
"-z",99037,99037
"-z",99037,99037
"-z",99040,99040
"-z",99110,99110
"-z",99163,99163
"-z",99204,99204
"-z",99205,99205
"-z",99205,99205
"-z",99205,99205
"-z",99206,99206
"-z",99206,99206
"-z",99207,99207
"-z",99207,99207
"-z",99207,99207
"-z",99207,99207
"-z",99208,99208
"-z",99208,99208
"-z",99208,99208
"-z",99208,99208
"-z",99208,99208
"-z",99208,99208
"-z",99212,99212
"-z",99216,99216
"-z",99216,99216
"-z",99216,99216
"-z",99216,99216
"-z",99216,99216
"-z",99216,99216
"-z",99216,99216
"-z",99217,99217
"-z",99217,99217
"-z",99217,99217
"-z",99218,99218
"-z",99218,99218
"-z",99223,99223
"-z",99223,99223
"-z",99224,99224
"-z",99224,99224
"-z",99301,99301
"-z",99336,99336
"-z",99352,99352
"-z",99623,99623
"-z",99645,99645
